instance_id,n_iter,alpha,k,lambda_max,seed,profit,ref_profit,optimality_gap,wall_time_s
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.900_seed3.json.gz,20,0.3324263513781,6,11.9397277643724,327741615,101474,101759,0.002800735070116648,0.49300732399569824
inversely_strongly/N200_M5/mckp_N200_M5_inversely_strongly_f0.250_seed2.json.gz,20,0.3324263513781,6,11.9397277643724,327741615,29035,29401,0.012448556171558791,0.6361353499960387
inversely_strongly/N200_M5/mckp_N200_M5_inversely_strongly_f0.100_seed2.json.gz,20,0.3324263513781,6,11.9397277643724,327741615,11322,11824,0.04245602165087957,0.7115705730102491
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.250_seed2.json.gz,20,0.3324263513781,6,11.9397277643724,327741615,29117,29544,0.014453019225561874,2.2321509049943415
inversely_strongly/N200_M5/mckp_N200_M5_inversely_strongly_f0.100_seed2.json.gz,22,0.309025790328,6,19.2564255015875,327741615,11315,11824,0.04304803788903924,0.48745813500136137
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.750_seed2.json.gz,20,0.2738980414608,4,21.3782952919341,327741615,87087,87325,0.0027254509018036074,26.913794898006017
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.500_seed1.json.gz,20,0.2738980414608,4,21.3782952919341,327741615,59156,59439,0.0047611837345850365,16.902424831001554
inversely_strongly/N200_M5/mckp_N200_M5_inversely_strongly_f0.500_seed2.json.gz,20,0.2738980414608,4,21.3782952919341,327741615,57835,58078,0.00418402837563277,0.3266589400009252
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.100_seed0.json.gz,20,0.2738980414608,4,21.3782952919341,327741615,11856,12030,0.014463840399002495,0.327762282002368
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.750_seed3.json.gz,20,0.2738980414608,4,21.3782952919341,327741615,20400,85391,0.7610989448536731,30.05865565199929
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.500_seed4.json.gz,20,0.2738980414608,4,21.3782952919341,327741615,58686,58907,0.0037516763712292255,1.2820438240014482
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.900_seed3.json.gz,20,0.2738980414608,4,21.3782952919341,327741615,24934,101759,0.7549700763568824,30.058730519987876
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.250_seed3.json.gz,20,0.2738980414608,4,21.3782952919341,327741615,28797,29004,0.007136946628051304,4.691863423999166
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.250_seed2.json.gz,21,0.0188468961683,4,12.2843622868403,327741615,29232,29544,0.010560519902518278,3.854709299004753
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.250_seed3.json.gz,21,0.0188468961683,4,12.2843622868403,327741615,28694,29004,0.010688180940559924,4.319040747999679
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.900_seed2.json.gz,21,0.0188468961683,4,12.2843622868403,327741615,103974,104144,0.001632355200491627,1.2263719210022828
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.900_seed3.json.gz,21,0.0188468961683,4,12.2843622868403,327741615,101419,101759,0.0033412278029461766,10.514701312000398
inversely_strongly/N200_M10/mckp_N200_M10_inversely_strongly_f0.750_seed2.json.gz,21,0.0188468961683,4,12.2843622868403,327741615,87004,87325,0.0036759232751216717,22.422279734993936
