instance_id,subset,N,M,correlation,f,seed,solver,class_ordering,n_iter,alpha,k,lambda_max,lambda_est,fallback_equal_split,phase1_wall_s,phase2_wall_s
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed0.json.gz,test,100000,10,inversely_strongly,0.1,0,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.586678,0.073085
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed1.json.gz,test,100000,10,inversely_strongly,0.1,1,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.576817,0.072366
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed10.json.gz,test,100000,10,inversely_strongly,0.1,10,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.609579,0.073409
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed12.json.gz,test,100000,10,inversely_strongly,0.1,12,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.617489,0.073516
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed13.json.gz,test,100000,10,inversely_strongly,0.1,13,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.599550,0.073216
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed14.json.gz,test,100000,10,inversely_strongly,0.1,14,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.624679,0.073449
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed15.json.gz,test,100000,10,inversely_strongly,0.1,15,hld,sequential,35,0.998,58,80.745,0.9950000023125901,0,2.621858,0.074263
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed16.json.gz,test,100000,10,inversely_strongly,0.1,16,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.642079,0.073642
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed17.json.gz,test,100000,10,inversely_strongly,0.1,17,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.623415,0.073480
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed19.json.gz,test,100000,10,inversely_strongly,0.1,19,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.636944,0.073999
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed2.json.gz,test,100000,10,inversely_strongly,0.1,2,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.643394,0.075433
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed20.json.gz,test,100000,10,inversely_strongly,0.1,20,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.646874,0.074501
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed22.json.gz,test,100000,10,inversely_strongly,0.1,22,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.655063,0.075168
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed23.json.gz,test,100000,10,inversely_strongly,0.1,23,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.649036,0.075804
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed24.json.gz,test,100000,10,inversely_strongly,0.1,24,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.658991,0.075634
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed26.json.gz,test,100000,10,inversely_strongly,0.1,26,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.662215,0.074831
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed28.json.gz,test,100000,10,inversely_strongly,0.1,28,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.662308,0.074097
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed3.json.gz,test,100000,10,inversely_strongly,0.1,3,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.669397,0.075422
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed32.json.gz,test,100000,10,inversely_strongly,0.1,32,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.670664,0.074748
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed33.json.gz,test,100000,10,inversely_strongly,0.1,33,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.675570,0.076290
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed34.json.gz,test,100000,10,inversely_strongly,0.1,34,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.657253,0.076301
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed35.json.gz,test,100000,10,inversely_strongly,0.1,35,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.708853,0.075361
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed36.json.gz,test,100000,10,inversely_strongly,0.1,36,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.702097,0.075631
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed37.json.gz,test,100000,10,inversely_strongly,0.1,37,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.678528,0.075977
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed38.json.gz,test,100000,10,inversely_strongly,0.1,38,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.685529,0.075821
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed4.json.gz,test,100000,10,inversely_strongly,0.1,4,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.681339,0.075018
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed40.json.gz,test,100000,10,inversely_strongly,0.1,40,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.694602,0.075645
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed42.json.gz,test,100000,10,inversely_strongly,0.1,42,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.680553,0.075044
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed44.json.gz,test,100000,10,inversely_strongly,0.1,44,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.697813,0.075395
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed45.json.gz,test,100000,10,inversely_strongly,0.1,45,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.694068,0.074844
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed47.json.gz,test,100000,10,inversely_strongly,0.1,47,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.696962,0.075849
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed49.json.gz,test,100000,10,inversely_strongly,0.1,49,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.699439,0.075649
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed5.json.gz,test,100000,10,inversely_strongly,0.1,5,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.691431,0.075905
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed6.json.gz,test,100000,10,inversely_strongly,0.1,6,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.703342,0.075558
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.100_seed9.json.gz,test,100000,10,inversely_strongly,0.1,9,hld,sequential,35,0.998,58,80.745,0.9940000021827291,0,2.711757,0.076385
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed0.json.gz,test,100000,10,inversely_strongly,0.25,0,hld,sequential,35,0.998,58,80.745,0.9850000010139772,0,2.708163,0.076683
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed1.json.gz,test,100000,10,inversely_strongly,0.25,1,hld,sequential,35,0.998,58,80.745,0.9850000010139772,0,2.719358,0.077993
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed10.json.gz,test,100000,10,inversely_strongly,0.25,10,hld,sequential,35,0.998,58,80.745,0.9850000010139772,0,2.707711,0.076564
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed11.json.gz,test,100000,10,inversely_strongly,0.25,11,hld,sequential,35,0.998,58,80.745,0.9840000008841162,0,2.726393,0.076526
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed12.json.gz,test,100000,10,inversely_strongly,0.25,12,hld,sequential,35,0.998,58,80.745,0.9850000010139772,0,2.720830,0.078636
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed13.json.gz,test,100000,10,inversely_strongly,0.25,13,hld,sequential,35,0.998,58,80.745,0.9840000008841162,0,2.705481,0.076152
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed14.json.gz,test,100000,10,inversely_strongly,0.25,14,hld,sequential,35,0.998,58,80.745,0.9850000010139772,0,2.728702,0.077090
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed15.json.gz,test,100000,10,inversely_strongly,0.25,15,hld,sequential,35,0.998,58,80.745,0.9850000010139772,0,2.712461,0.076291
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed16.json.gz,test,100000,10,inversely_strongly,0.25,16,hld,sequential,35,0.998,58,80.745,0.9840000008841162,0,2.717859,0.076513
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed17.json.gz,test,100000,10,inversely_strongly,0.25,17,hld,sequential,35,0.998,58,80.745,0.9850000010139772,0,2.715634,0.077119
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed18.json.gz,test,100000,10,inversely_strongly,0.25,18,hld,sequential,35,0.998,58,80.745,0.9850000010139772,0,2.714634,0.075966
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed19.json.gz,test,100000,10,inversely_strongly,0.25,19,hld,sequential,35,0.998,58,80.745,0.9850000010139772,0,2.721122,0.076462
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed21.json.gz,test,100000,10,inversely_strongly,0.25,21,hld,sequential,35,0.998,58,80.745,0.9850000010139772,0,2.715889,0.076640
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed22.json.gz,test,100000,10,inversely_strongly,0.25,22,hld,sequential,35,0.998,58,80.745,0.9840000008841162,0,2.720977,0.076592
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed25.json.gz,test,100000,10,inversely_strongly,0.25,25,hld,sequential,35,0.998,58,80.745,0.9840000008841162,0,2.719490,0.075932
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed26.json.gz,test,100000,10,inversely_strongly,0.25,26,hld,sequential,35,0.998,58,80.745,0.9840000008841162,0,2.717495,0.076164
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed28.json.gz,test,100000,10,inversely_strongly,0.25,28,hld,sequential,35,0.998,58,80.745,0.9850000010139772,0,2.725825,0.077169
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed29.json.gz,test,100000,10,inversely_strongly,0.25,29,hld,sequential,35,0.998,58,80.745,0.9850000010139772,0,2.708638,0.075823
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed30.json.gz,test,100000,10,inversely_strongly,0.25,30,hld,sequential,35,0.998,58,80.745,0.9850000010139772,0,2.721356,0.076293
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed31.json.gz,test,100000,10,inversely_strongly,0.25,31,hld,sequential,35,0.998,58,80.745,0.9840000008841162,0,2.712142,0.076338
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed32.json.gz,test,100000,10,inversely_strongly,0.25,32,hld,sequential,35,0.998,58,80.745,0.9840000008841162,0,2.748299,0.076908
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed34.json.gz,test,100000,10,inversely_strongly,0.25,34,hld,sequential,35,0.998,58,80.745,0.9840000008841162,0,2.723469,0.076660
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed37.json.gz,test,100000,10,inversely_strongly,0.25,37,hld,sequential,35,0.998,58,80.745,0.9850000010139772,0,2.721303,0.076565
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed38.json.gz,test,100000,10,inversely_strongly,0.25,38,hld,sequential,35,0.998,58,80.745,0.9850000010139772,0,2.728822,0.076590
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed39.json.gz,test,100000,10,inversely_strongly,0.25,39,hld,sequential,35,0.998,58,80.745,0.9840000008841162,0,2.725817,0.076498
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed40.json.gz,test,100000,10,inversely_strongly,0.25,40,hld,sequential,35,0.998,58,80.745,0.9840000008841162,0,2.722315,0.076925
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed44.json.gz,test,100000,10,inversely_strongly,0.25,44,hld,sequential,35,0.998,58,80.745,0.9850000010139772,0,2.728149,0.077520
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed45.json.gz,test,100000,10,inversely_strongly,0.25,45,hld,sequential,35,0.998,58,80.745,0.9840000008841162,0,2.727488,0.076744
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed46.json.gz,test,100000,10,inversely_strongly,0.25,46,hld,sequential,35,0.998,58,80.745,0.9840000008841162,0,2.727224,0.076072
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed48.json.gz,test,100000,10,inversely_strongly,0.25,48,hld,sequential,35,0.998,58,80.745,0.9840000008841162,0,2.714996,0.075817
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed49.json.gz,test,100000,10,inversely_strongly,0.25,49,hld,sequential,35,0.998,58,80.745,0.9840000008841162,0,2.728781,0.076113
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed5.json.gz,test,100000,10,inversely_strongly,0.25,5,hld,sequential,35,0.998,58,80.745,0.9850000010139772,0,2.720717,0.079344
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed6.json.gz,test,100000,10,inversely_strongly,0.25,6,hld,sequential,35,0.998,58,80.745,0.9850000010139772,0,2.723623,0.076430
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed8.json.gz,test,100000,10,inversely_strongly,0.25,8,hld,sequential,35,0.998,58,80.745,0.9840000008841162,0,2.742064,0.076913
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.250_seed9.json.gz,test,100000,10,inversely_strongly,0.25,9,hld,sequential,35,0.998,58,80.745,0.9850000010139772,0,2.710571,0.076095
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed0.json.gz,test,100000,10,inversely_strongly,0.5,0,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.740916,0.077062
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed1.json.gz,test,100000,10,inversely_strongly,0.5,1,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.726997,0.076981
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed11.json.gz,test,100000,10,inversely_strongly,0.5,11,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.739582,0.077030
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed12.json.gz,test,100000,10,inversely_strongly,0.5,12,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.738283,0.077007
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed13.json.gz,test,100000,10,inversely_strongly,0.5,13,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.731821,0.076846
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed15.json.gz,test,100000,10,inversely_strongly,0.5,15,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.733907,0.077025
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed16.json.gz,test,100000,10,inversely_strongly,0.5,16,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.718922,0.076157
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed17.json.gz,test,100000,10,inversely_strongly,0.5,17,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.739420,0.076887
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed18.json.gz,test,100000,10,inversely_strongly,0.5,18,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.732410,0.077750
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed19.json.gz,test,100000,10,inversely_strongly,0.5,19,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.729196,0.077698
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed2.json.gz,test,100000,10,inversely_strongly,0.5,2,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.740567,0.076889
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed22.json.gz,test,100000,10,inversely_strongly,0.5,22,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.737134,0.077102
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed23.json.gz,test,100000,10,inversely_strongly,0.5,23,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.736467,0.077252
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed24.json.gz,test,100000,10,inversely_strongly,0.5,24,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.743278,0.077934
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed25.json.gz,test,100000,10,inversely_strongly,0.5,25,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.719577,0.076832
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed27.json.gz,test,100000,10,inversely_strongly,0.5,27,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.735648,0.077992
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed29.json.gz,test,100000,10,inversely_strongly,0.5,29,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.731145,0.076831
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed3.json.gz,test,100000,10,inversely_strongly,0.5,3,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.735005,0.076686
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed32.json.gz,test,100000,10,inversely_strongly,0.5,32,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.742515,0.077510
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed33.json.gz,test,100000,10,inversely_strongly,0.5,33,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.730081,0.077253
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed34.json.gz,test,100000,10,inversely_strongly,0.5,34,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.731871,0.076949
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed36.json.gz,test,100000,10,inversely_strongly,0.5,36,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.730001,0.077065
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed37.json.gz,test,100000,10,inversely_strongly,0.5,37,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.735818,0.077616
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed4.json.gz,test,100000,10,inversely_strongly,0.5,4,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.729525,0.078327
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed40.json.gz,test,100000,10,inversely_strongly,0.5,40,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.730577,0.076851
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed41.json.gz,test,100000,10,inversely_strongly,0.5,41,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.740134,0.077220
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed42.json.gz,test,100000,10,inversely_strongly,0.5,42,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.724532,0.076716
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed43.json.gz,test,100000,10,inversely_strongly,0.5,43,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.727075,0.076796
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed44.json.gz,test,100000,10,inversely_strongly,0.5,44,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.735144,0.078710
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed45.json.gz,test,100000,10,inversely_strongly,0.5,45,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.735416,0.077267
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed46.json.gz,test,100000,10,inversely_strongly,0.5,46,hld,sequential,35,0.998,58,80.745,0.9650000007667404,0,2.741876,0.076599
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed48.json.gz,test,100000,10,inversely_strongly,0.5,48,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.745224,0.077730
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed5.json.gz,test,100000,10,inversely_strongly,0.5,5,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.737354,0.077747
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed6.json.gz,test,100000,10,inversely_strongly,0.5,6,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.726925,0.080676
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.500_seed9.json.gz,test,100000,10,inversely_strongly,0.5,9,hld,sequential,35,0.998,58,80.745,0.9660000008966018,0,2.734006,0.076983
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.750_seed0.json.gz,test,100000,10,inversely_strongly,0.75,0,hld,sequential,35,0.998,58,80.745,0.9430000002597809,0,2.782727,0.078255
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.750_seed1.json.gz,test,100000,10,inversely_strongly,0.75,1,hld,sequential,35,0.998,58,80.745,0.9430000002597809,0,2.773838,0.078030
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.750_seed10.json.gz,test,100000,10,inversely_strongly,0.75,10,hld,sequential,35,0.998,58,80.745,0.9430000002597809,0,2.773250,0.077395
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.750_seed11.json.gz,test,100000,10,inversely_strongly,0.75,11,hld,sequential,35,0.998,58,80.745,0.9430000002597809,0,2.775809,0.083564
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.750_seed12.json.gz,test,100000,10,inversely_strongly,0.75,12,hld,sequential,35,0.998,58,80.745,0.9430000002597809,0,2.776644,0.078412
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.750_seed13.json.gz,test,100000,10,inversely_strongly,0.75,13,hld,sequential,35,0.998,58,80.745,0.9430000002597809,0,2.779040,0.077963
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.750_seed14.json.gz,test,100000,10,inversely_strongly,0.75,14,hld,sequential,35,0.998,58,80.745,0.9430000002597809,0,2.763738,0.078257
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.750_seed15.json.gz,test,100000,10,inversely_strongly,0.75,15,hld,sequential,35,0.998,58,80.745,0.9430000002597809,0,2.776114,0.077716
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.750_seed16.json.gz,test,100000,10,inversely_strongly,0.75,16,hld,sequential,35,0.998,58,80.745,0.9430000002597809,0,2.778414,0.078407
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.750_seed17.json.gz,test,100000,10,inversely_strongly,0.75,17,hld,sequential,35,0.998,58,80.745,0.9440000003896424,0,2.773460,0.078051
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.750_seed18.json.gz,test,100000,10,inversely_strongly,0.75,18,hld,sequential,35,0.998,58,80.745,0.9430000002597809,0,2.776827,0.077795
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.750_seed2.json.gz,test,100000,10,inversely_strongly,0.75,2,hld,sequential,35,0.998,58,80.745,0.9430000002597809,0,2.775657,0.077209
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.750_seed20.json.gz,test,100000,10,inversely_strongly,0.75,20,hld,sequential,35,0.998,58,80.745,0.9430000002597809,0,2.778008,0.078862
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.750_seed23.json.gz,test,100000,10,inversely_strongly,0.75,23,hld,sequential,35,0.998,58,80.745,0.9430000002597809,0,2.770881,0.078876
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.750_seed24.json.gz,test,100000,10,inversely_strongly,0.75,24,hld,sequential,35,0.998,58,80.745,0.9430000002597809,0,2.770421,0.078246
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.750_seed25.json.gz,test,100000,10,inversely_strongly,0.75,25,hld,sequential,35,0.998,58,80.745,0.9430000002597809,0,2.776378,0.077961
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.750_seed26.json.gz,test,100000,10,inversely_strongly,0.75,26,hld,sequential,35,0.998,58,80.745,0.9430000002597809,0,2.764484,0.077897
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.750_seed28.json.gz,test,100000,10,inversely_strongly,0.75,28,hld,sequential,35,0.998,58,80.745,0.9430000002597809,0,2.779289,0.078781
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.750_seed3.json.gz,test,100000,10,inversely_strongly,0.75,3,hld,sequential,35,0.998,58,80.745,0.9430000002597809,0,2.785838,0.077841
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.750_seed30.json.gz,test,100000,10,inversely_strongly,0.75,30,hld,sequential,35,0.998,58,80.745,0.9430000002597809,0,2.766715,0.078308
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.750_seed31.json.gz,test,100000,10,inversely_strongly,0.75,31,hld,sequential,35,0.998,58,80.745,0.9430000002597809,0,2.779259,0.077667
inversely_strongly/N100000_M10/mckp_N100000_M10_inversely_strongly_f0.750_seed32.json.gz,test,100000,10,inversely_strongly,0.75,32,hld,sequential,35,0.998,58,80.745,0.9430000002597809,0,2.810073,0.078045
