=== K-sweep START 2026-06-17T15:20:13Z commit=2754931 ===
=== CELL N=100000 M=10 inversely_strongly f=0.1 15:20:13Z ===
2026-06-17 17:20:13,398 INFO k_sweep | K-sweep: 274 planned runs (6 already complete)
archive: instances
config: configs/hld_smac_best.json (n_iter=35, alpha=0.998, lambda_max=80.745)
out_jsonl: results/k_sweep/sweep.jsonl
subset: all  min_N: 10000
k_grid: [2, 4, 8, 16, 32, 64, 100]
solvers: hld partition_optimal
eligible_instances: 20
time_limit_s: 60.0
runs_planned: 280
2026-06-17 17:44:56,216 INFO k_sweep | k-sweep 30/274 elapsed=1482.9s solver=hld k=16 N=100000 corr=inversely_strongly f=0.1 seed=14 profit=371419 wall=64.14s status=timeout
2026-06-17 17:45:56,632 INFO k_sweep | k-sweep 31/274 elapsed=1543.3s solver=hld k=32 N=100000 corr=inversely_strongly f=0.1 seed=14 profit=1092887 wall=63.13s status=timeout
2026-06-17 17:46:01,051 INFO k_sweep | k-sweep 32/274 elapsed=1547.7s solver=hld k=64 N=100000 corr=inversely_strongly f=0.1 seed=14 profit=79034 wall=64.22s status=timeout
2026-06-17 17:46:57,740 INFO k_sweep | k-sweep 33/274 elapsed=1604.4s solver=hld k=8 N=100000 corr=inversely_strongly f=0.1 seed=14 profit=0 wall=454.36s status=timeout
2026-06-17 17:47:01,127 INFO k_sweep | k-sweep 34/274 elapsed=1607.8s solver=hld k=100 N=100000 corr=inversely_strongly f=0.1 seed=14 profit=49995 wall=63.87s status=timeout
2026-06-17 17:51:42,552 INFO k_sweep | k-sweep 35/274 elapsed=1889.2s solver=hld k=4 N=100000 corr=inversely_strongly f=0.1 seed=13 profit=0 wall=933.32s status=timeout
2026-06-17 17:52:21,016 INFO k_sweep | k-sweep 36/274 elapsed=1927.7s solver=hld k=2 N=100000 corr=inversely_strongly f=0.1 seed=0 profit=0 wall=1927.38s status=timeout
2026-06-17 17:52:28,689 INFO k_sweep | k-sweep 37/274 elapsed=1935.4s solver=hld k=2 N=100000 corr=inversely_strongly f=0.1 seed=10 profit=0 wall=1935.07s status=timeout
2026-06-17 17:52:31,847 INFO k_sweep | k-sweep 38/274 elapsed=1938.5s solver=hld k=2 N=100000 corr=inversely_strongly f=0.1 seed=1 profit=0 wall=1938.22s status=timeout
2026-06-17 17:52:47,355 INFO k_sweep | k-sweep 39/274 elapsed=1954.0s solver=hld k=16 N=100000 corr=inversely_strongly f=0.1 seed=15 profit=407094 wall=64.21s status=timeout
2026-06-17 17:53:24,531 INFO k_sweep | k-sweep 40/274 elapsed=1991.2s solver=hld k=32 N=100000 corr=inversely_strongly f=0.1 seed=15 profit=406994 wall=63.46s status=timeout
2026-06-17 17:53:32,788 INFO k_sweep | k-sweep 41/274 elapsed=1999.5s solver=hld k=64 N=100000 corr=inversely_strongly f=0.1 seed=15 profit=519811 wall=64.06s status=timeout
2026-06-17 17:53:35,243 INFO k_sweep | k-sweep 42/274 elapsed=2001.9s solver=hld k=100 N=100000 corr=inversely_strongly f=0.1 seed=15 profit=269931 wall=63.37s status=timeout
2026-06-17 17:54:23,283 INFO k_sweep | k-sweep 43/274 elapsed=2050.0s solver=hld k=4 N=100000 corr=inversely_strongly f=0.1 seed=14 profit=0 wall=927.42s status=timeout
2026-06-17 17:54:24,123 INFO k_sweep | k-sweep 44/274 elapsed=2050.8s solver=hld k=8 N=100000 corr=inversely_strongly f=0.1 seed=15 profit=0 wall=442.97s status=timeout
2026-06-17 17:54:27,980 INFO k_sweep | k-sweep 45/274 elapsed=2054.7s solver=hld k=2 N=100000 corr=inversely_strongly f=0.1 seed=11 profit=0 wall=1925.39s status=timeout
2026-06-17 17:54:39,241 INFO k_sweep | k-sweep 46/274 elapsed=2065.9s solver=hld k=16 N=100000 corr=inversely_strongly f=0.1 seed=16 profit=1095449 wall=63.37s status=timeout
2026-06-17 17:55:25,109 INFO k_sweep | k-sweep 47/274 elapsed=2111.8s solver=hld k=32 N=100000 corr=inversely_strongly f=0.1 seed=16 profit=3442121 wall=61.79s status=timeout
2026-06-17 17:55:28,014 INFO k_sweep | k-sweep 48/274 elapsed=2114.7s solver=hld k=64 N=100000 corr=inversely_strongly f=0.1 seed=16 profit=1482470 wall=63.20s status=timeout
2026-06-17 17:55:31,862 INFO k_sweep | k-sweep 49/274 elapsed=2118.6s solver=hld k=100 N=100000 corr=inversely_strongly f=0.1 seed=16 profit=108713 wall=63.85s status=timeout
2026-06-17 17:56:37,326 INFO k_sweep | k-sweep 50/274 elapsed=2184.0s solver=hld k=16 N=100000 corr=inversely_strongly f=0.1 seed=17 profit=370247 wall=64.83s status=timeout
2026-06-17 17:57:41,319 INFO k_sweep | k-sweep 51/274 elapsed=2248.0s solver=hld k=32 N=100000 corr=inversely_strongly f=0.1 seed=17 profit=370236 wall=63.96s status=timeout
2026-06-17 17:58:46,088 INFO k_sweep | k-sweep 52/274 elapsed=2312.8s solver=hld k=64 N=100000 corr=inversely_strongly f=0.1 seed=17 profit=90231 wall=64.71s status=timeout
2026-06-17 17:59:50,399 INFO k_sweep | k-sweep 53/274 elapsed=2377.1s solver=hld k=100 N=100000 corr=inversely_strongly f=0.1 seed=17 profit=358859 wall=63.70s status=timeout
2026-06-17 18:00:52,634 INFO k_sweep | k-sweep 54/274 elapsed=2439.3s solver=hld k=2 N=100000 corr=inversely_strongly f=0.1 seed=12 profit=0 wall=1901.57s status=timeout
2026-06-17 18:01:02,560 INFO k_sweep | k-sweep 55/274 elapsed=2449.3s solver=hld k=8 N=100000 corr=inversely_strongly f=0.1 seed=16 profit=0 wall=449.16s status=timeout
2026-06-17 18:02:13,685 INFO k_sweep | k-sweep 56/274 elapsed=2520.4s solver=hld k=4 N=100000 corr=inversely_strongly f=0.1 seed=15 profit=0 wall=915.31s status=timeout
2026-06-17 18:03:00,369 INFO k_sweep | k-sweep 57/274 elapsed=2567.1s solver=hld k=8 N=100000 corr=inversely_strongly f=0.1 seed=17 profit=0 wall=452.34s status=timeout
2026-06-17 18:03:18,213 INFO k_sweep | k-sweep 58/274 elapsed=2584.9s solver=hld k=16 N=100000 corr=inversely_strongly f=0.1 seed=18 profit=1079831 wall=64.48s status=timeout
2026-06-17 18:04:04,229 INFO k_sweep | k-sweep 59/274 elapsed=2630.9s solver=hld k=32 N=100000 corr=inversely_strongly f=0.1 seed=18 profit=560397 wall=63.81s status=timeout
2026-06-17 18:04:22,918 INFO k_sweep | k-sweep 60/274 elapsed=2649.6s solver=hld k=64 N=100000 corr=inversely_strongly f=0.1 seed=18 profit=91991 wall=64.05s status=timeout
2026-06-17 18:05:09,142 INFO k_sweep | k-sweep 61/274 elapsed=2695.8s solver=hld k=100 N=100000 corr=inversely_strongly f=0.1 seed=18 profit=64047 wall=64.32s status=timeout
2026-06-17 18:06:11,716 INFO k_sweep | k-sweep 62/274 elapsed=2758.4s solver=hld k=2 N=100000 corr=inversely_strongly f=0.1 seed=13 profit=0 wall=1898.29s status=timeout
2026-06-17 18:08:35,962 INFO k_sweep | k-sweep 63/274 elapsed=2902.7s solver=hld k=8 N=100000 corr=inversely_strongly f=0.1 seed=18 profit=0 wall=453.38s status=timeout
2026-06-17 18:08:47,729 INFO k_sweep | k-sweep 64/274 elapsed=2914.4s solver=hld k=4 N=100000 corr=inversely_strongly f=0.1 seed=16 profit=0 wall=922.61s status=timeout
2026-06-17 18:09:40,126 INFO k_sweep | k-sweep 65/274 elapsed=2966.8s solver=hld k=16 N=100000 corr=inversely_strongly f=0.1 seed=19 profit=735427 wall=64.13s status=timeout
2026-06-17 18:09:50,891 INFO k_sweep | k-sweep 66/274 elapsed=2977.6s solver=hld k=2 N=100000 corr=inversely_strongly f=0.1 seed=14 profit=0 wall=1887.45s status=timeout
2026-06-17 18:09:51,300 INFO k_sweep | k-sweep 67/274 elapsed=2978.0s solver=hld k=32 N=100000 corr=inversely_strongly f=0.1 seed=19 profit=171968 wall=63.54s status=timeout
2026-06-17 18:10:44,585 INFO k_sweep | k-sweep 68/274 elapsed=3031.3s solver=hld k=64 N=100000 corr=inversely_strongly f=0.1 seed=19 profit=442524 wall=63.83s status=timeout
2026-06-17 18:10:52,429 INFO k_sweep | k-sweep 69/274 elapsed=3039.1s solver=hld k=4 N=100000 corr=inversely_strongly f=0.1 seed=17 profit=0 wall=926.67s status=timeout
2026-06-17 18:10:54,593 INFO k_sweep | k-sweep 70/274 elapsed=3041.3s solver=hld k=100 N=100000 corr=inversely_strongly f=0.1 seed=19 profit=573978 wall=63.67s status=timeout
2026-06-17 18:11:59,516 INFO k_sweep | k-sweep 71/274 elapsed=3106.2s solver=hld k=16 N=100000 corr=inversely_strongly f=0.1 seed=2 profit=1112100 wall=64.29s status=timeout
2026-06-17 18:13:04,129 INFO k_sweep | k-sweep 72/274 elapsed=3170.8s solver=hld k=32 N=100000 corr=inversely_strongly f=0.1 seed=2 profit=193669 wall=64.58s status=timeout
2026-06-17 18:13:36,729 INFO k_sweep | k-sweep 73/274 elapsed=3203.4s solver=hld k=8 N=100000 corr=inversely_strongly f=0.1 seed=19 profit=0 wall=444.99s status=timeout
2026-06-17 18:14:08,004 INFO k_sweep | k-sweep 74/274 elapsed=3234.7s solver=hld k=64 N=100000 corr=inversely_strongly f=0.1 seed=2 profit=275544 wall=63.84s status=timeout
2026-06-17 18:14:41,870 INFO k_sweep | k-sweep 75/274 elapsed=3268.6s solver=hld k=100 N=100000 corr=inversely_strongly f=0.1 seed=2 profit=122848 wall=64.56s status=timeout
2026-06-17 18:16:19,603 INFO k_sweep | k-sweep 76/274 elapsed=3366.3s solver=hld k=4 N=100000 corr=inversely_strongly f=0.1 seed=18 profit=0 wall=926.89s status=timeout
2026-06-17 18:17:18,971 INFO k_sweep | k-sweep 77/274 elapsed=3425.7s solver=hld k=2 N=100000 corr=inversely_strongly f=0.1 seed=15 profit=0 wall=1877.88s status=timeout
2026-06-17 18:18:22,957 INFO k_sweep | k-sweep 78/274 elapsed=3489.7s solver=hld k=16 N=100000 corr=inversely_strongly f=0.1 seed=20 profit=781642 wall=63.95s status=timeout
2026-06-17 18:18:23,802 INFO k_sweep | k-sweep 79/274 elapsed=3490.5s solver=hld k=8 N=100000 corr=inversely_strongly f=0.1 seed=2 profit=0 wall=451.33s status=timeout
2026-06-17 18:19:27,570 INFO k_sweep | k-sweep 80/274 elapsed=3554.3s solver=hld k=32 N=100000 corr=inversely_strongly f=0.1 seed=20 profit=198666 wall=63.99s status=timeout
2026-06-17 18:19:28,059 INFO k_sweep | k-sweep 81/274 elapsed=3554.8s solver=hld k=64 N=100000 corr=inversely_strongly f=0.1 seed=20 profit=409257 wall=63.59s status=timeout
2026-06-17 18:20:31,640 INFO k_sweep | k-sweep 82/274 elapsed=3618.4s solver=hld k=100 N=100000 corr=inversely_strongly f=0.1 seed=20 profit=134699 wall=64.04s status=timeout
2026-06-17 18:20:33,466 INFO k_sweep | k-sweep 83/274 elapsed=3620.2s solver=hld k=4 N=100000 corr=inversely_strongly f=0.1 seed=19 profit=0 wall=924.30s status=timeout
2026-06-17 18:23:38,923 INFO k_sweep | k-sweep 84/274 elapsed=3805.6s solver=hld k=8 N=100000 corr=inversely_strongly f=0.1 seed=20 profit=0 wall=439.24s status=timeout
2026-06-17 18:23:55,599 INFO k_sweep | k-sweep 85/274 elapsed=3822.3s solver=hld k=2 N=100000 corr=inversely_strongly f=0.1 seed=16 profit=0 wall=1868.21s status=timeout
2026-06-17 18:24:44,014 INFO k_sweep | k-sweep 86/274 elapsed=3870.7s solver=hld k=16 N=100000 corr=inversely_strongly f=0.1 seed=21 profit=331409 wall=64.49s status=timeout
2026-06-17 18:24:59,854 INFO k_sweep | k-sweep 87/274 elapsed=3886.5s solver=hld k=32 N=100000 corr=inversely_strongly f=0.1 seed=21 profit=167667 wall=64.23s status=timeout
2026-06-17 18:25:47,739 INFO k_sweep | k-sweep 88/274 elapsed=3934.4s solver=hld k=64 N=100000 corr=inversely_strongly f=0.1 seed=21 profit=85809 wall=63.69s status=timeout
2026-06-17 18:25:51,358 INFO k_sweep | k-sweep 89/274 elapsed=3938.0s solver=hld k=4 N=100000 corr=inversely_strongly f=0.1 seed=2 profit=0 wall=906.71s status=timeout
2026-06-17 18:25:54,161 INFO k_sweep | k-sweep 90/274 elapsed=3940.9s solver=hld k=2 N=100000 corr=inversely_strongly f=0.1 seed=17 profit=0 wall=1874.86s status=timeout
2026-06-17 18:26:03,600 INFO k_sweep | k-sweep 91/274 elapsed=3950.3s solver=hld k=100 N=100000 corr=inversely_strongly f=0.1 seed=21 profit=1320750 wall=63.71s status=timeout
2026-06-17 18:27:08,313 INFO k_sweep | k-sweep 92/274 elapsed=4015.0s solver=hld k=16 N=100000 corr=inversely_strongly f=0.1 seed=22 profit=756101 wall=64.01s status=timeout
2026-06-17 18:27:39,696 INFO k_sweep | k-sweep 93/274 elapsed=4046.4s solver=hld k=8 N=100000 corr=inversely_strongly f=0.1 seed=21 profit=0 wall=426.17s status=timeout
2026-06-17 18:28:12,586 INFO k_sweep | k-sweep 94/274 elapsed=4079.3s solver=hld k=32 N=100000 corr=inversely_strongly f=0.1 seed=22 profit=205736 wall=64.22s status=timeout
2026-06-17 18:28:43,808 INFO k_sweep | k-sweep 95/274 elapsed=4110.5s solver=hld k=64 N=100000 corr=inversely_strongly f=0.1 seed=22 profit=90935 wall=64.06s status=timeout
2026-06-17 18:29:17,443 INFO k_sweep | k-sweep 96/274 elapsed=4144.1s solver=hld k=100 N=100000 corr=inversely_strongly f=0.1 seed=22 profit=59903 wall=64.22s status=timeout
2026-06-17 18:29:37,862 INFO k_sweep | k-sweep 97/274 elapsed=4164.6s solver=hld k=4 N=100000 corr=inversely_strongly f=0.1 seed=20 profit=0 wall=895.93s status=timeout
2026-06-17 18:30:40,416 INFO k_sweep | k-sweep 98/274 elapsed=4227.1s solver=hld k=2 N=100000 corr=inversely_strongly f=0.1 seed=18 profit=0 wall=1849.98s status=timeout
